host_name,src_mac,dest_port,type,network_transport,bytes_in,data_exfil,fn,ext,src_ip-1,src_ip-2,src_ip-3,src_ip-4
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,kAjaqI*uItGBN8vGWJNhWldpukokELwJ73eFuCM5wERDs20fnXQ29AMye.y03025*WJXg4w9St1i/J7V8SppEu7yapsz1dfaeGbKbQhsG1IaVSV5ew8.MLj*ggawam5GJZNgiEwfgwIgV7KW5BbGYkGeeaG7S2NqSUQhKvzZ7zbbL.f/vq/Zp6b1aOHhyQk6Kt6ppGifG4P*MufNOf3z3/5l3nbrspxI3/n50fn,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,kAjaqI*uItGBN8vGWJNhWldpukokELwJ73eFuCM5wERDs20fnXQ29AMye.y03025*WJXg4w9St1i/J7V8SppEu7yapsz1dfaeGbKbQhsG1IaVSV5ew8.MLj*ggawam5GJZNgiEwfgwIgV7KW5BbGYkGeeaG7S2NqSUQhKvzZ7zbbL.f/vq/Zp6b1aOHhyQk6Kt6ppGifG4P*MufNOf3z3/5l3nbrspxI3/n50fn,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,kAjaqI*uItGBN8vGWJNhWldpukokELwJ73eFuCM5wERDs20fnXQ29AMye.y03025*WJXg4w9St1i/J7V8SppEu7yapsz1dfaeGbKbQhsG1IaVSV5ew8.MLj*ggawam5GJZNgiEwfgwIgV7KW5BbGYkGeeaG7S2NqSUQhKvzZ7zbbL.f/vq/Zp6b1aOHhyQk6Kt6ppGifG4P*MufNOf3z3/5l3nbrspxI3/n50fn,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,kAjaqI*uItGBN8vGWJNhWldpukokELwJ73eFuCM5wERDs20fnXQ29AMye.y03025*WJXg4w9St1i/J7V8SppEu7yapsz1dfaeGbKbQhsG1IaVSV5ew8.MLj*ggawam5GJZNgiEwfgwIgV7KW5BbGYkGeeaG7S2NqSUQhKvzZ7zbbL.f/vq/Zp6b1aOHhyQk6Kt6ppGifG4P*MufNOf3z3/5l3nbrspxI3/n50fn,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,GtEp0*ZxXhd6VVuSlmFuyy95o*ZVkX4ZjirPpHMWJR20Alg85D/V1WCFl.MUMNO9M561PmCSuGCJnN55m1Q4TsfdeNYO*4LCegiosEdXewD4I3MMGc3.PmtzwoGNSvimTzDl0fxsiY5mOtRdjdGHNY645mzNvQ5jOh94uYDFUMgXs.97bOl76eJSAMUqtC2r4vqq3obtLJNuRwGdEHIta*hZ7lKY8XcRYMwrs1H,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,GtEp0*ZxXhd6VVuSlmFuyy95o*ZVkX4ZjirPpHMWJR20Alg85D/V1WCFl.MUMNO9M561PmCSuGCJnN55m1Q4TsfdeNYO*4LCegiosEdXewD4I3MMGc3.PmtzwoGNSvimTzDl0fxsiY5mOtRdjdGHNY645mzNvQ5jOh94uYDFUMgXs.97bOl76eJSAMUqtC2r4vqq3obtLJNuRwGdEHIta*hZ7lKY8XcRYMwrs1H,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,GtEp0*ZxXhd6VVuSlmFuyy95o*ZVkX4ZjirPpHMWJR20Alg85D/V1WCFl.MUMNO9M561PmCSuGCJnN55m1Q4TsfdeNYO*4LCegiosEdXewD4I3MMGc3.PmtzwoGNSvimTzDl0fxsiY5mOtRdjdGHNY645mzNvQ5jOh94uYDFUMgXs.97bOl76eJSAMUqtC2r4vqq3obtLJNuRwGdEHIta*hZ7lKY8XcRYMwrs1H,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,GtEp0*ZxXhd6VVuSlmFuyy95o*ZVkX4ZjirPpHMWJR20Alg85D/V1WCFl.MUMNO9M561PmCSuGCJnN55m1Q4TsfdeNYO*4LCegiosEdXewD4I3MMGc3.PmtzwoGNSvimTzDl0fxsiY5mOtRdjdGHNY645mzNvQ5jOh94uYDFUMgXs.97bOl76eJSAMUqtC2r4vqq3obtLJNuRwGdEHIta*hZ7lKY8XcRYMwrs1H,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,JUyyYkEP9L821MKwkolpUZKOWOIdWjFGiIJaoTG/SOtqPWHFRKVZt4Zpm.6RHKHHjymys5yNkpK7k2aFzpIfASYLjDwwtaAufLpUxlgDj8igOy2ioQE.8*nRZTbXk2i*xZoaJ5N62apEllG7CRqMzJfMtoZniw9wHO2740hhlI7p8.eSYHrWdBQkI6HAALrTkLUBYlquACRtzuIRjPOwz9CxSWnrcefFYzCKES2,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,JUyyYkEP9L821MKwkolpUZKOWOIdWjFGiIJaoTG/SOtqPWHFRKVZt4Zpm.6RHKHHjymys5yNkpK7k2aFzpIfASYLjDwwtaAufLpUxlgDj8igOy2ioQE.8*nRZTbXk2i*xZoaJ5N62apEllG7CRqMzJfMtoZniw9wHO2740hhlI7p8.eSYHrWdBQkI6HAALrTkLUBYlquACRtzuIRjPOwz9CxSWnrcefFYzCKES2,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,JUyyYkEP9L821MKwkolpUZKOWOIdWjFGiIJaoTG/SOtqPWHFRKVZt4Zpm.6RHKHHjymys5yNkpK7k2aFzpIfASYLjDwwtaAufLpUxlgDj8igOy2ioQE.8*nRZTbXk2i*xZoaJ5N62apEllG7CRqMzJfMtoZniw9wHO2740hhlI7p8.eSYHrWdBQkI6HAALrTkLUBYlquACRtzuIRjPOwz9CxSWnrcefFYzCKES2,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,JUyyYkEP9L821MKwkolpUZKOWOIdWjFGiIJaoTG/SOtqPWHFRKVZt4Zpm.6RHKHHjymys5yNkpK7k2aFzpIfASYLjDwwtaAufLpUxlgDj8igOy2ioQE.8*nRZTbXk2i*xZoaJ5N62apEllG7CRqMzJfMtoZniw9wHO2740hhlI7p8.eSYHrWdBQkI6HAALrTkLUBYlquACRtzuIRjPOwz9CxSWnrcefFYzCKES2,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,dOl3l0FzAiL5XjGpQXUdPaIdgzFPUM2DfVQMjiKh/xxbLSEcsfLMxwTdO.MhlHouR5PZkqZA5TzPvkICPshBeTpvBeBKsUTBgjLIkUEHnzxCTAlzsTA.MG7oSVecenXmSwc0*u4M0ts5JGlLpEm15EyZLQ062HnGZp4ErjE7JGhkJ.bFQwhahV0TMbvWl08M4PQB7bj/3YDF4N*dGv/cuVtwrNB/*VOYszLVEVW,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,dOl3l0FzAiL5XjGpQXUdPaIdgzFPUM2DfVQMjiKh/xxbLSEcsfLMxwTdO.MhlHouR5PZkqZA5TzPvkICPshBeTpvBeBKsUTBgjLIkUEHnzxCTAlzsTA.MG7oSVecenXmSwc0*u4M0ts5JGlLpEm15EyZLQ062HnGZp4ErjE7JGhkJ.bFQwhahV0TMbvWl08M4PQB7bj/3YDF4N*dGv/cuVtwrNB/*VOYszLVEVW,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,dOl3l0FzAiL5XjGpQXUdPaIdgzFPUM2DfVQMjiKh/xxbLSEcsfLMxwTdO.MhlHouR5PZkqZA5TzPvkICPshBeTpvBeBKsUTBgjLIkUEHnzxCTAlzsTA.MG7oSVecenXmSwc0*u4M0ts5JGlLpEm15EyZLQ062HnGZp4ErjE7JGhkJ.bFQwhahV0TMbvWl08M4PQB7bj/3YDF4N*dGv/cuVtwrNB/*VOYszLVEVW,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,dOl3l0FzAiL5XjGpQXUdPaIdgzFPUM2DfVQMjiKh/xxbLSEcsfLMxwTdO.MhlHouR5PZkqZA5TzPvkICPshBeTpvBeBKsUTBgjLIkUEHnzxCTAlzsTA.MG7oSVecenXmSwc0*u4M0ts5JGlLpEm15EyZLQ062HnGZp4ErjE7JGhkJ.bFQwhahV0TMbvWl08M4PQB7bj/3YDF4N*dGv/cuVtwrNB/*VOYszLVEVW,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,p3i/Tvg13C1nmLn0qIlSD*pZs2CZnBYraGEdr2F4tCgt7piAA2dDEi9Yo.wGSBNYSyNIm7Xe17f29*yzUSa21Ja2jRsvmVYdBBfVSslmfeaERJcCMtC.WWwdPmCiF7W5P8g4ichG2f2pXfgU04RP7U3*RwtBJjq4fmpdNF6X2ryBg.Zx7ZJ6oUHnb88t9FJCNzE2npDvrdTIBkYCWzbLszzSYAYSXETpjDVdjqJ,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,p3i/Tvg13C1nmLn0qIlSD*pZs2CZnBYraGEdr2F4tCgt7piAA2dDEi9Yo.wGSBNYSyNIm7Xe17f29*yzUSa21Ja2jRsvmVYdBBfVSslmfeaERJcCMtC.WWwdPmCiF7W5P8g4ichG2f2pXfgU04RP7U3*RwtBJjq4fmpdNF6X2ryBg.Zx7ZJ6oUHnb88t9FJCNzE2npDvrdTIBkYCWzbLszzSYAYSXETpjDVdjqJ,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,p3i/Tvg13C1nmLn0qIlSD*pZs2CZnBYraGEdr2F4tCgt7piAA2dDEi9Yo.wGSBNYSyNIm7Xe17f29*yzUSa21Ja2jRsvmVYdBBfVSslmfeaERJcCMtC.WWwdPmCiF7W5P8g4ichG2f2pXfgU04RP7U3*RwtBJjq4fmpdNF6X2ryBg.Zx7ZJ6oUHnb88t9FJCNzE2npDvrdTIBkYCWzbLszzSYAYSXETpjDVdjqJ,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,p3i/Tvg13C1nmLn0qIlSD*pZs2CZnBYraGEdr2F4tCgt7piAA2dDEi9Yo.wGSBNYSyNIm7Xe17f29*yzUSa21Ja2jRsvmVYdBBfVSslmfeaERJcCMtC.WWwdPmCiF7W5P8g4ichG2f2pXfgU04RP7U3*RwtBJjq4fmpdNF6X2ryBg.Zx7ZJ6oUHnb88t9FJCNzE2npDvrdTIBkYCWzbLszzSYAYSXETpjDVdjqJ,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,OikC70/0zwnv4VbUx0SnQQGuWy8mj9qTrM9MNK4vm30Vcq93N2uHGbO/o.lo5l*sStDZVEdkqQ2fYTSpwWOikgaNpfdChomBoB8bSKnqHEGIMYbObmz.tQFpVMdWNuAYOYY7SIlG2WcRFtjJyVDGtjRY9IhbIN0IgDD*g6J/MH8nZ.fZ1YaK/uxSU5nzP2tK8XXgTDyLjKEsPfIJslmEAGQzMqCKOcZNuDRNlIh,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,OikC70/0zwnv4VbUx0SnQQGuWy8mj9qTrM9MNK4vm30Vcq93N2uHGbO/o.lo5l*sStDZVEdkqQ2fYTSpwWOikgaNpfdChomBoB8bSKnqHEGIMYbObmz.tQFpVMdWNuAYOYY7SIlG2WcRFtjJyVDGtjRY9IhbIN0IgDD*g6J/MH8nZ.fZ1YaK/uxSU5nzP2tK8XXgTDyLjKEsPfIJslmEAGQzMqCKOcZNuDRNlIh,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,OikC70/0zwnv4VbUx0SnQQGuWy8mj9qTrM9MNK4vm30Vcq93N2uHGbO/o.lo5l*sStDZVEdkqQ2fYTSpwWOikgaNpfdChomBoB8bSKnqHEGIMYbObmz.tQFpVMdWNuAYOYY7SIlG2WcRFtjJyVDGtjRY9IhbIN0IgDD*g6J/MH8nZ.fZ1YaK/uxSU5nzP2tK8XXgTDyLjKEsPfIJslmEAGQzMqCKOcZNuDRNlIh,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,OikC70/0zwnv4VbUx0SnQQGuWy8mj9qTrM9MNK4vm30Vcq93N2uHGbO/o.lo5l*sStDZVEdkqQ2fYTSpwWOikgaNpfdChomBoB8bSKnqHEGIMYbObmz.tQFpVMdWNuAYOYY7SIlG2WcRFtjJyVDGtjRY9IhbIN0IgDD*g6J/MH8nZ.fZ1YaK/uxSU5nzP2tK8XXgTDyLjKEsPfIJslmEAGQzMqCKOcZNuDRNlIh,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,wn*rOzjkX5Mey6WXVgWzkWJEkVt0UYiBYopDw/KEJwanqVNupRhQFb2J4.usOFxQPFqTv74hJjb2fd0hmhiK/1vNAqdApn0*4D7UYzPxqT9RB1EZUs5.pXIRLEBlwhCh4yHkp4o6wAEzoglfYt0e7E7MWk8ZWFwfi1e6elEtxBWBE.i5IXgmSXlesFdfYz7mtzKYI2wAM2ynpcTu7DoVfDYWuC2XBKZkhy9HlP3,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,wn*rOzjkX5Mey6WXVgWzkWJEkVt0UYiBYopDw/KEJwanqVNupRhQFb2J4.usOFxQPFqTv74hJjb2fd0hmhiK/1vNAqdApn0*4D7UYzPxqT9RB1EZUs5.pXIRLEBlwhCh4yHkp4o6wAEzoglfYt0e7E7MWk8ZWFwfi1e6elEtxBWBE.i5IXgmSXlesFdfYz7mtzKYI2wAM2ynpcTu7DoVfDYWuC2XBKZkhy9HlP3,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,wn*rOzjkX5Mey6WXVgWzkWJEkVt0UYiBYopDw/KEJwanqVNupRhQFb2J4.usOFxQPFqTv74hJjb2fd0hmhiK/1vNAqdApn0*4D7UYzPxqT9RB1EZUs5.pXIRLEBlwhCh4yHkp4o6wAEzoglfYt0e7E7MWk8ZWFwfi1e6elEtxBWBE.i5IXgmSXlesFdfYz7mtzKYI2wAM2ynpcTu7DoVfDYWuC2XBKZkhy9HlP3,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,wn*rOzjkX5Mey6WXVgWzkWJEkVt0UYiBYopDw/KEJwanqVNupRhQFb2J4.usOFxQPFqTv74hJjb2fd0hmhiK/1vNAqdApn0*4D7UYzPxqT9RB1EZUs5.pXIRLEBlwhCh4yHkp4o6wAEzoglfYt0e7E7MWk8ZWFwfi1e6elEtxBWBE.i5IXgmSXlesFdfYz7mtzKYI2wAM2ynpcTu7DoVfDYWuC2XBKZkhy9HlP3,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,N3txlEGtux636KpZxbq8iTEi0mBVmwKjroTt5lmZJJMXzgUO*3qJ7V0E6.ROwJ2ap605Fjg07jrGOPSDKJJWV7Dotw3Av2apZNsHrstpDBdTiJKZeUz.FZoTNsvrYmFL18hq1YE0q4kM5SxL2/mb56Ujro/H1JuVCsly0tEAALbz6./E/aN6GnR9az2aj3HbVx3GrAQt4VSLkG9hdb1ugmVblVBPJsahmPSALuM,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,N3txlEGtux636KpZxbq8iTEi0mBVmwKjroTt5lmZJJMXzgUO*3qJ7V0E6.ROwJ2ap605Fjg07jrGOPSDKJJWV7Dotw3Av2apZNsHrstpDBdTiJKZeUz.FZoTNsvrYmFL18hq1YE0q4kM5SxL2/mb56Ujro/H1JuVCsly0tEAALbz6./E/aN6GnR9az2aj3HbVx3GrAQt4VSLkG9hdb1ugmVblVBPJsahmPSALuM,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,N3txlEGtux636KpZxbq8iTEi0mBVmwKjroTt5lmZJJMXzgUO*3qJ7V0E6.ROwJ2ap605Fjg07jrGOPSDKJJWV7Dotw3Av2apZNsHrstpDBdTiJKZeUz.FZoTNsvrYmFL18hq1YE0q4kM5SxL2/mb56Ujro/H1JuVCsly0tEAALbz6./E/aN6GnR9az2aj3HbVx3GrAQt4VSLkG9hdb1ugmVblVBPJsahmPSALuM,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,N3txlEGtux636KpZxbq8iTEi0mBVmwKjroTt5lmZJJMXzgUO*3qJ7V0E6.ROwJ2ap605Fjg07jrGOPSDKJJWV7Dotw3Av2apZNsHrstpDBdTiJKZeUz.FZoTNsvrYmFL18hq1YE0q4kM5SxL2/mb56Ujro/H1JuVCsly0tEAALbz6./E/aN6GnR9az2aj3HbVx3GrAQt4VSLkG9hdb1ugmVblVBPJsahmPSALuM,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,5WkTrKHVUuhZVchTOpbkWYF2v5Ol69rvIafgTn4eGoTsCeGosp0BXzrWh.sQ0WpKcY7F6lL2/lFmC/dJcFTHIgdLK*UwMz5kmv*WRLzalgphX9aycJ9.rV8yVel5gg1jsOgvVd/2LHDn5*lYKyV*uqSSOOGnWtpvuCNg6c3xjKK1A.Qx9h3aH4YlChi/uP1ijkpA985JF456guFStRdtFaPDCvUe6wKw2hpNlMD,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,5WkTrKHVUuhZVchTOpbkWYF2v5Ol69rvIafgTn4eGoTsCeGosp0BXzrWh.sQ0WpKcY7F6lL2/lFmC/dJcFTHIgdLK*UwMz5kmv*WRLzalgphX9aycJ9.rV8yVel5gg1jsOgvVd/2LHDn5*lYKyV*uqSSOOGnWtpvuCNg6c3xjKK1A.Qx9h3aH4YlChi/uP1ijkpA985JF456guFStRdtFaPDCvUe6wKw2hpNlMD,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,5WkTrKHVUuhZVchTOpbkWYF2v5Ol69rvIafgTn4eGoTsCeGosp0BXzrWh.sQ0WpKcY7F6lL2/lFmC/dJcFTHIgdLK*UwMz5kmv*WRLzalgphX9aycJ9.rV8yVel5gg1jsOgvVd/2LHDn5*lYKyV*uqSSOOGnWtpvuCNg6c3xjKK1A.Qx9h3aH4YlChi/uP1ijkpA985JF456guFStRdtFaPDCvUe6wKw2hpNlMD,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,5WkTrKHVUuhZVchTOpbkWYF2v5Ol69rvIafgTn4eGoTsCeGosp0BXzrWh.sQ0WpKcY7F6lL2/lFmC/dJcFTHIgdLK*UwMz5kmv*WRLzalgphX9aycJ9.rV8yVel5gg1jsOgvVd/2LHDn5*lYKyV*uqSSOOGnWtpvuCNg6c3xjKK1A.Qx9h3aH4YlChi/uP1ijkpA985JF456guFStRdtFaPDCvUe6wKw2hpNlMD,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,SIvXucsW6HuL7pvO*JDGsCL8MlnRR/w9/kxe0ERmjnYd00fWOk73P6QI7.Sk/BR6CToLGtrNVhmwUP*2kWNdlsQmdK4KM5ZdAaUYeZhziHDRKGhoQTc.AGIwf16jKp9fC4GLhkou/WZ0qNAUYXROznauaOyqTg4UcyEH0jpjHdD1N.kfAgwGuo1ztwUacyp8XmQXHyidKoGXVgVzq*6p5hntdoOQsw3/lKbHGQa,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,SIvXucsW6HuL7pvO*JDGsCL8MlnRR/w9/kxe0ERmjnYd00fWOk73P6QI7.Sk/BR6CToLGtrNVhmwUP*2kWNdlsQmdK4KM5ZdAaUYeZhziHDRKGhoQTc.AGIwf16jKp9fC4GLhkou/WZ0qNAUYXROznauaOyqTg4UcyEH0jpjHdD1N.kfAgwGuo1ztwUacyp8XmQXHyidKoGXVgVzq*6p5hntdoOQsw3/lKbHGQa,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,SIvXucsW6HuL7pvO*JDGsCL8MlnRR/w9/kxe0ERmjnYd00fWOk73P6QI7.Sk/BR6CToLGtrNVhmwUP*2kWNdlsQmdK4KM5ZdAaUYeZhziHDRKGhoQTc.AGIwf16jKp9fC4GLhkou/WZ0qNAUYXROznauaOyqTg4UcyEH0jpjHdD1N.kfAgwGuo1ztwUacyp8XmQXHyidKoGXVgVzq*6p5hntdoOQsw3/lKbHGQa,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,SIvXucsW6HuL7pvO*JDGsCL8MlnRR/w9/kxe0ERmjnYd00fWOk73P6QI7.Sk/BR6CToLGtrNVhmwUP*2kWNdlsQmdK4KM5ZdAaUYeZhziHDRKGhoQTc.AGIwf16jKp9fC4GLhkou/WZ0qNAUYXROznauaOyqTg4UcyEH0jpjHdD1N.kfAgwGuo1ztwUacyp8XmQXHyidKoGXVgVzq*6p5hntdoOQsw3/lKbHGQa,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,mA8JizgYm1Fvn3vNFhMN9Lh36qQLIxY5OzKMfBn4n5UVmk9qELuJNBCAE.mSh3TzkF434TgQNzvQmGyjXhTLzWljaG1EM9LgRNGlEKX7iHYsSBJPGpG.UXwwsnhU*x1Jrfp9iKz2Lo41H6B78d9APG0QTyui6GW3J4IS*U1rEbSEl.6o7O/Zm1hziiP0srBcT69NO9iN7OUNiEXv31O*euNpulvKVFdSlqXhyn9,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,mA8JizgYm1Fvn3vNFhMN9Lh36qQLIxY5OzKMfBn4n5UVmk9qELuJNBCAE.mSh3TzkF434TgQNzvQmGyjXhTLzWljaG1EM9LgRNGlEKX7iHYsSBJPGpG.UXwwsnhU*x1Jrfp9iKz2Lo41H6B78d9APG0QTyui6GW3J4IS*U1rEbSEl.6o7O/Zm1hziiP0srBcT69NO9iN7OUNiEXv31O*euNpulvKVFdSlqXhyn9,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,mA8JizgYm1Fvn3vNFhMN9Lh36qQLIxY5OzKMfBn4n5UVmk9qELuJNBCAE.mSh3TzkF434TgQNzvQmGyjXhTLzWljaG1EM9LgRNGlEKX7iHYsSBJPGpG.UXwwsnhU*x1Jrfp9iKz2Lo41H6B78d9APG0QTyui6GW3J4IS*U1rEbSEl.6o7O/Zm1hziiP0srBcT69NO9iN7OUNiEXv31O*euNpulvKVFdSlqXhyn9,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,mA8JizgYm1Fvn3vNFhMN9Lh36qQLIxY5OzKMfBn4n5UVmk9qELuJNBCAE.mSh3TzkF434TgQNzvQmGyjXhTLzWljaG1EM9LgRNGlEKX7iHYsSBJPGpG.UXwwsnhU*x1Jrfp9iKz2Lo41H6B78d9APG0QTyui6GW3J4IS*U1rEbSEl.6o7O/Zm1hziiP0srBcT69NO9iN7OUNiEXv31O*euNpulvKVFdSlqXhyn9,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,BqWf0gFckLbaIBeRhiIhso5A2xQ4UxCoHMxJxXtpNyeDEcemKx0LGNu21./fenN9VwTqvereo0ksTvPWGdqgtss*eWNxFxC*A0m62hja9qoGSvEbcIA.nxk77xAzHKN6FwH3tC5wGVr3VFZJm849nR3xxkkZkxsqhGajsmbZFKOAj.9BlIPIGQbpkVLJiLTcKF5e1rrrdPMqddaDBd/HxXbbuNH3Hp07L3K3CXu,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,BqWf0gFckLbaIBeRhiIhso5A2xQ4UxCoHMxJxXtpNyeDEcemKx0LGNu21./fenN9VwTqvereo0ksTvPWGdqgtss*eWNxFxC*A0m62hja9qoGSvEbcIA.nxk77xAzHKN6FwH3tC5wGVr3VFZJm849nR3xxkkZkxsqhGajsmbZFKOAj.9BlIPIGQbpkVLJiLTcKF5e1rrrdPMqddaDBd/HxXbbuNH3Hp07L3K3CXu,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,BqWf0gFckLbaIBeRhiIhso5A2xQ4UxCoHMxJxXtpNyeDEcemKx0LGNu21./fenN9VwTqvereo0ksTvPWGdqgtss*eWNxFxC*A0m62hja9qoGSvEbcIA.nxk77xAzHKN6FwH3tC5wGVr3VFZJm849nR3xxkkZkxsqhGajsmbZFKOAj.9BlIPIGQbpkVLJiLTcKF5e1rrrdPMqddaDBd/HxXbbuNH3Hp07L3K3CXu,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,BqWf0gFckLbaIBeRhiIhso5A2xQ4UxCoHMxJxXtpNyeDEcemKx0LGNu21./fenN9VwTqvereo0ksTvPWGdqgtss*eWNxFxC*A0m62hja9qoGSvEbcIA.nxk77xAzHKN6FwH3tC5wGVr3VFZJm849nR3xxkkZkxsqhGajsmbZFKOAj.9BlIPIGQbpkVLJiLTcKF5e1rrrdPMqddaDBd/HxXbbuNH3Hp07L3K3CXu,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,P1vli4IZJlzJE34nnwB1IMF0iza6xQy9J1i00twBYIVGSttQd7wdt/7Na.9KUMY*IQ5jqJjSlDlLqIHvf18Eg3Yan79J0BLmu6Kwihhr72s1aa8a2eI.pbAuvR1OsECV9l6H0/8XaA22udHbOTtWNE9ZtEHVmGudAamro2YQAX6GW.RIkG/WgPIRyxOXb9Svb9eBi6OUMSq1fR1v2rXyju9gbHJk8mrJFtmwbTE,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,P1vli4IZJlzJE34nnwB1IMF0iza6xQy9J1i00twBYIVGSttQd7wdt/7Na.9KUMY*IQ5jqJjSlDlLqIHvf18Eg3Yan79J0BLmu6Kwihhr72s1aa8a2eI.pbAuvR1OsECV9l6H0/8XaA22udHbOTtWNE9ZtEHVmGudAamro2YQAX6GW.RIkG/WgPIRyxOXb9Svb9eBi6OUMSq1fR1v2rXyju9gbHJk8mrJFtmwbTE,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,P1vli4IZJlzJE34nnwB1IMF0iza6xQy9J1i00twBYIVGSttQd7wdt/7Na.9KUMY*IQ5jqJjSlDlLqIHvf18Eg3Yan79J0BLmu6Kwihhr72s1aa8a2eI.pbAuvR1OsECV9l6H0/8XaA22udHbOTtWNE9ZtEHVmGudAamro2YQAX6GW.RIkG/WgPIRyxOXb9Svb9eBi6OUMSq1fR1v2rXyju9gbHJk8mrJFtmwbTE,sql,172,17,0,2
webserver,02:42:0a:00:00:13,53,DNS,UDP,0.0,1,P1vli4IZJlzJE34nnwB1IMF0iza6xQy9J1i00twBYIVGSttQd7wdt/7Na.9KUMY*IQ5jqJjSlDlLqIHvf18Eg3Yan79J0BLmu6Kwihhr72s1aa8a2eI.pbAuvR1OsECV9l6H0/8XaA22udHbOTtWNE9ZtEHVmGudAamro2YQAX6GW.RIkG/WgPIRyxOXb9Svb9eBi6OUMSq1fR1v2rXyju9gbHJk8mrJFtmwbTE,sql,172,17,0,2
