"@timestamp","host.name","source.ip","destination.ip","related.ip","network.type","bytes_in","bytes_out",type,"dns.question.registered_domain","dns.question.top_level_domain",query,"source.port","destination.port",status
"Oct 25, 2022 @ 01:16:03.187",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, tbwE34QilQZkrFdOWFfJCxoh8ipfcIf5L7YiE6tZIlaUW3gAS7hlB*/vp-.E1RkUPwSLWCZl0BZqZ5f0qJRRTxZDcPD*BB00baV/icyjdBfAE9R9RR2h-.rGKKItUgcJt5IEohimJNRVTOWQ1gIzEgB5unCyvHL4UefJ*OL1EZYrH75-.fkN5fOfFk0FVNjec/0/t9irOp/CBVGQt48Zcr8DKa25ZWFvuqqP94AlNZ-.data.tar.gz",47010,53,OK
"Oct 25, 2022 @ 01:16:03.127",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, v9WDQDqVCkd46C7EivzCU73iphlG22y1tKKaeK8HHdbS5TlSQFpcUUKfN-.U80ictufs6yi5RY15u4yq5OeQBW6bQ03cdSHHLHPWsHs/fF4IJJBohZHK-.rXszQi6a4HnI6oYqkxV4Wem8aVta41oqouDPEVxUgaYijugMxCF1IwfV0-.rjCzcFAQjTLroAc20wiM00aySTk*viycg3dRtkA0xIchDRFeK82a2YnPk-.data.tar.gz",51372,53,OK
"Oct 25, 2022 @ 01:16:03.069",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, A1mvNUdYHDqOVjI7yxblUsG4b415UY9IrnBNFAbTYDEZvMiWU9fL*70VE-.PwvA7jiMS7O05L*5ff6FABqFUCRepBbQBZC7nMFFsK9P*nA9zeH/1qOcE-.pGocVDhY3hEdxBADmoyaHnkmtUaNdSSxX/SVsg0B8fJcUYFR4wqgSDROO-.UztFqpdnyLczi3JLJj03J7q4un6XBk0CGnP2OJ3IUwX40XDExvU7wZgBZ-.data.tar.gz",56886,53,OK
"Oct 25, 2022 @ 01:16:03.008",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, MVVfilJAxcI*RLkvU6qVnewRVIOly4euvxW*/aWktkRZl0/Z1ck1oqAiw-.xDPAxvzSAhzrCXlJ5EQRnzkX3VKzcmpk1/*UH*e7OtgQxE5lQ7alNxak/-.tcenF*loSvKiStg4ziSewSr4BsKM4Owh862DFXRGEOlHjmBxSHZZesLpW-.HFcVUckepyk*UxAWP5sMviTFx3ihHTGWRGMuF/D1Xa5nAFwVPtAURO0zT-.data.tar.gz",59679,53,OK
"Oct 25, 2022 @ 01:16:02.929",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, 1w5XkLRgIuuV3PpviXB/KaktaVJyLh0c0sUUSKsUp0GKQyoUKU6VKc7hw-.aLiFP26I5kAlXMReMeLLXdTHW/deaXHQ1fF0s7ZWrIb5AxGLND09UruO*-.C0ONVJsT1FzizK7xnIMEZ3X2T5*jVSD5OMHEESwR*rlM5q8izTQtxaPP/-.WKB9RQUfakqZQRnPF0Ut1gvXZa6HZ/DSD5Ng7pZMKSGB6QUxyir6yLkRg-.data.tar.gz",52482,53,OK
"Oct 25, 2022 @ 01:16:02.896",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, 0jlN6RIt2DItVNLF5shW1V3EMJQWqy3gz0p*6VyZsVAA52Xsl5JfSu5fo-.nIrqpCUKldCZfPE0MR0f5v4taIpwMss0rQoJdKVD7zqlDdbsBn8wWO66l-.wZByNGu6dIMzMqmcjgAGEqlditVsqetnhKfXHYjVhZk41H1Ie2eCR93kE-.2Kev9wUyZ4rkIvXPzVbKMDZ4aWGTZGXTrg4hQm3vk7lwIFG2OItqWmAen-.data.tar.gz",37785,53,OK
"Oct 25, 2022 @ 01:16:02.870",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, eqL8a3sRFeCetLg7X0uZKs*jaRw4MbW5gBEwEoEs1ZzabuIxUbWRDzB/y-.lzAv2ipuEbhRhBqLTkTDrcl6ehELlGMjMFEu8xNbcxMNikUbdck9U4eo7-.D9DBYQLkGjQKWcUnW9lAlnqYWEw*1ztUmP4dFERTRhCC9LKeeFRrq9WLm-.ojkMIbLQqKHtLUWTbK3cBiuUhLSFb8lZquGfLw*10KccYzWhHQFmWrCwF-.data.tar.gz",51900,53,OK
"Oct 25, 2022 @ 01:16:02.843",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, NlPKQChFQJCrFe6QhJZSycnJYrnFTgBmJMj0Srubggui0*aStJlEu*4YA-.M4dDJWoVZPFsU4iOgcyeXadLgHZTpoWVdiElCUjDok2*BVjXU5XKKXBWT-.al2SmNMCrJjIKm5qbYisHteUC4qdjcEs9AKeVQl4AovchYkNFrWTxbrzG-.p2eKJ1npjVpLNxcYSQGLGVS1QOXXrHwbI*JLdLcaTRrtrzRgHg0PDRJ5G-.data.tar.gz",40600,53,OK
"Oct 25, 2022 @ 01:16:02.812",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, TFVVaQ*cG5oiEKbHQ4GULqLrlGYhWaM4OaeCcNEepeM5qpRQUQOkEZBaX-.WARCt0MrQJVbgvzPHBtGqFgofBfc0MWSozm2SGMVYIpD1t1uORp0lW4V6-.Ooi4Bo0FWjSITBIBwQl9kIZPE1MRqBUA9rWjMQJvXxPaaFjDnP3ZB8kkU-.sTvj/IgKWttns5sC*YVMuYW7EgsUBUPOT12iHU*J*i8jx768PGmMKtStR-.data.tar.gz",51621,53,OK
"Oct 25, 2022 @ 01:16:02.786",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, UYQ0WTKBDNkE4t5hyU4qm9Cqg2HakkSl2IEoGjFYoxs1LS0Ust8aFf3jl-.ZD75BS2E27DYTRNDBul2x2F8YQRrXxbuUZoYZDJ0daF/QL4XibdbwsPj*-.ckUcE8wl0KaIHlUebBipfm1OiDsrwzuPCQGdUoxYw0gyLnzdwM7K4iYJN-.84ZLTlR35ciwM95NQWElAPKdDaEijLR4p0U6xyBQXGuL78qYkp0054IKy-.data.tar.gz",46942,53,OK
"Oct 25, 2022 @ 01:16:02.762",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, WbGAd1v0eXmKZP1S5KTFN62WXS*JIksGMqlmUZ8rLg1Tymoy0E8pQozqe-.olYMDgkThPUdGUO5ZgD7vKVZPK3tn7/kCUG1zWNJgRoEQQrXGsF/XarZH-.uJZhFukbp5jlJdbomJsksMnWJ*SmVx3V/Mli*simp4WuMudsGPuLeilHi-.NvDzR7at1n11yzxtNIIdypYvOHKijuM3crxoU522UcpgXbcrtYHQX96QK-.data.tar.gz",55653,53,OK
"Oct 25, 2022 @ 01:16:02.733",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, NNBzyrMpMi8MdycLxaik*l1ACmhGkO5WoyRCUY/Kp1nIZHLun0wSffmSf-.Dl02horpx1ZAgwob7MkZ3Q7FSsLdYe*aDHKZmsNEOhJka8wYIDeRdk8Ft-.ZdJ*tAHo1Jnr4ggyl0*AtlPL70RPcM99caqYXysIRgpY5ZJKKUSE01TZB-.5VinELMq8OnsQAz1iGAutUtmbxigiBu4KBap8a17UP0UJBT4V0WUGa8Yq-.data.tar.gz",34148,53,OK
"Oct 25, 2022 @ 01:16:02.692",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, dNAKOwMNf10mR4zIA1ULMlpPOU/gIYWbngIPGVVGM5xlhaa9COjvKnoeV-.EIeA6CpmBiqVeAICde2JgMR/chzVw0yKgvpjTvv8pKhkydoCAwhu6VWcJ-.tFFcUnDmbBSuh8V/0ffSUes2QZ4kVfAyO/jUCqTluqjS2h3MadqAJGq*g-.JDF6INibQAcaqSuIdPZlcXILSNF1ZpObCjskFRr00rBGfOUCDbFTIlsnb-.data.tar.gz",38382,53,OK
"Oct 25, 2022 @ 01:16:02.650",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, lZOKyM4mt2YFY8Og4LoEw00iXYyegCUjyRcFBbteBDcxQJxvOBqZBLSE3-.QQAAWaTxKqK8Q1xVmjSy2pfV8mRLLS*Q1FdydA20UctovpgmZtlR9ch1B-.QRO9DvuL51Mf3CF3NQHKs1OxgZwnFrRrDdQQKgRSoqlwqIgoxniKYW6i3-.RTVAJL5J01UmgF16iQSFgyfw3HTKZCjGtcS/dlhGF9CgYdYAGcF3MEn2A-.data.tar.gz",41816,53,OK
"Oct 25, 2022 @ 01:16:02.623",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, wkNFb6rkA4PxWNi/mqmSmShFhDQ*BLcAQmFgy0CIAwXlcRMQThmD5U1Am-.o6OubGuNALROBcCwZhggRcAZWUZrWN81xWaxsEAWUuV1tXid1hDWHxpnm-.CtivV15BVFJmDdESC09fKglNL0dCQxc8HIv2oJGiALkau7tHvVvOCaTra-.b2kg6LifExpbQ1gGvy2yCAeHiOGValleXguIGas0MCNrAdiTD1eXOWzEg-.data.tar.gz",34960,53,OK
"Oct 25, 2022 @ 01:16:02.595",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, V9Eiv9hoFKXk4ZWCpxWHMnPUnbooQBFPSavV*abN0TCX2/DuHKB56k5Em-.oEdyyvEgwKOGBRQSCKY5b4tAUYnzEqGkoPiDZY7dy/tddAiJcIDFjLFRo-.BjpDiGQQZ9wcEm9wJ0KbZr0aqqAkepwFKSYgEPFeW6TL*lmSO3gizWTZE-.4OWdIdjsKw8JoxQIw9TRp6go3pC2JFFRFZvNMrhaxfZOWSOzOQkPSFgaO-.data.tar.gz",49303,53,OK
"Oct 25, 2022 @ 01:16:02.563",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, fJWAUAejpi2AbAqLSUBoC1gSkE4RNQlI5UBqAYSGoFntTpVaMqpAuOSSA-.YEeNiovEUkKJxTBWlEIk3oZk9LCob4poaC6JuDhqdqChYPe0BBXm8gESt-.GnaCRd8ErQWlYrpGsKc0MdBGJAk4J*RmnlCtxKFhTFTBq1sEqDKGA0Tlq-.S7HbIC1UErkRCMaTp5z5WxnBoLOolF68cMNIpVKFVfC5X1LAmSiqtooUl-.data.tar.gz",34900,53,OK
"Oct 25, 2022 @ 01:16:02.528",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, *VQMLsmYAlWK4lzSsLBwpgtLI8Q7YDEtVQ5AOAbyWzYem4xkS2wHPBswi-.TVVGLOmOLK9Bf2ouorCW*RStyQ3gOFg4EUoAwo0UAMykEZiSuBl1B0wxp-.IWSmVJYSeiDaC55ZZIUGRALnk7EqNWgIgoda2i9dLZZFCGS*ZLuT8MkxR-.AGGACordLLZWAMCYF6KwZVAGkIOeuGzLHaaoiDByMVyiTQCzCt6CHUXuD-.data.tar.gz",39735,53,OK
"Oct 25, 2022 @ 01:16:02.498",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, ERAa57pgAs8bE*BpwcAtkhKm1gQEGkkFq1zXm4A0NKaAzJpWBWdvCtZ91-.o7kR5lI9MXqIlECq0j6B0cNAypsHQPZBMYgKTL05Bw0EjLStah3SWnmQj-.LzjUDMKkilDTyJ4g4asoxG7q4Rv/eUEw*USiXJaZenqy*w8MEqVlVjkbZ-.R0LPUBL9ZJ5PAyR1GQcWif2jPVTHLjfxRJbyzDC4XATmAAaAdq1GeA6EC-.data.tar.gz",35927,53,OK
"Oct 25, 2022 @ 01:16:02.466",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, 5ILK3mqWKih6tEWiB4Wf*g3IpwZNsky1nK6bSKbGtKnSOtCHrsh2VDGoT-.PaQCabZZWxbAiJV*IO6VCQrYBEwuE23zH0iYxF5oITILUXQtIqLaluw7H-.Q0bQvlClPQwNqTxCoMEvSclqsn/AKDkmQGiAi02vRCG6MzYMsS00YbEoS-.W0wiE6h6NcgnIkYFANmvgShhOI5DG59IIhN2BeVFY/7VAwJ5ghhjKQiBn-.data.tar.gz",54314,53,OK
"Oct 25, 2022 @ 01:16:02.434",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, EpCTSyokG2tdt8stwZCcnAJNkp6GWVo2iekMmAMoEkWmNeLenJAMFWF0v-.Tx9V5i*QX3pRmn6IM2LmRkKMoXcjltux6C*rLKgsAXhCuIY5IJRgbEEGF-.hUVdVLTFRZWOgdJmdVZiaRCIogS1atVSCXF7iNQHYTiywF1ED/uGoKDrO-.JtYGONAdlUpMQNABgXZNHZMqMBEYC4MTK5RHKDFheS6sKu6yGxc2KRkkO-.data.tar.gz",54568,53,OK
"Oct 25, 2022 @ 01:16:02.390",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, mtABq2ObuCBNQDqnfaMRyKXldwpusDmQXQKC9XYauwNqNu11zZVgLBkGh-.APScwED/GK5OevlRGkD/2tmLkjKhJ9RvIYSQRdZyEIusnIGNNJOXBP*ih-.LI1GQJBCO34a9epnhbhoFio5FOSU5YMIxGnCPf24tW7*9ChaW1s2sHJEo-.OU5YcFSBohQSn0gRkGkh2hlYiOdtFwZ2JUPiiruuSBkI14agiEAgbpQyk-.data.tar.gz",52772,53,OK
"Oct 25, 2022 @ 01:16:02.347",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, BgUgA4burhtGBgTNqjAq2xVh9HXDhL85jAqdmeu2KXamrlv4N4OxoR3dx-.t4FBOAAFBXfcwQYgADAlsbBlKwc/lj2uq4JGNWUdd2EwQlFqoKljlhiwj-.JAz1lztauXwsK8HWXdEFfN1qGuvm6Ks4ceoElNEWcPqLU1cWbGugYLm0/-.LhTWzjXVbxLSprrsadidg2rYBUQIMrjVg1nKagKhxGIDdCJSXsX*FEgdL-.data.tar.gz",60108,53,OK
"Oct 25, 2022 @ 01:16:02.313",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, SRJ4o41*34/jL0IQtP62vdT665YK62/a9i/r/1Vei9Z/FEyOtje67X44G-.Y5m/qTvr2qKpqmKZizdBy6wZRj1669ZpmFrMv9D*7b5K6Y84rzz17/4*r-.darOH1bz/qzrq2rlnrhr6uqeO//e//kRaZzrqrrpsKLzKwSFUt*G/j*zi-.Fshz45q6blgDmOvxfBuNALWjdVhpgVEVZV0193bEFIEtft0z4WwDBf8uA-.data.tar.gz",59680,53,OK
"Oct 25, 2022 @ 01:16:02.267",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, H4sIACDHVmMAA*x92XIbybWgX41fuC/ZdtgW3QJR*0KGxqZIimKLmwhSW-.98ORgEokNUEUFBVgYsuJ8IP8wHzMJ6JuBE3YiLmz/wlc87JWjKrCgWQEm-.XZboREAImT28mz58msZDzt*DfDYJREXuJ3fvUYLwVetmnSO7zK7/RZNXT-.NNA3d0PVfKapm6uqvmPkooym9ZnHiRYz9KgrDpAlu0e//oK9EXv9*5A/8-.data.tar.gz",60363,53,OK
"Oct 25, 2022 @ 01:15:44.152",confluence,"fe80::409e:cbff:fe89:c7d6","ff02::2","fe80::409e:cbff:fe89:c7d6, ff02::2",ipv6,8B,"-",icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:13:16.696",confluence,"fe80::ac37:6fff:fe2c:c40c","ff02::2","fe80::ac37:6fff:fe2c:c40c, ff02::2",ipv6,8B,"-",icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:12:20.505",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,276B,276B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:12:18.504",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,529B,529B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:12:16.503",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,525B,525B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:12:14.502",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,523B,523B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:12:12.501",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,516B,516B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:12:10.500",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,517B,517B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:12:08.499",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,527B,527B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:12:06.497",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,520B,520B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:12:04.496",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,524B,524B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:12:02.495",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,520B,520B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:12:00.493",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,521B,521B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:11:58.492",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,526B,526B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:11:56.492",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,525B,525B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:11:54.490",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,515B,515B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:11:52.489",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,513B,513B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:11:50.488",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,537B,537B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:11:48.487",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,516B,516B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:11:46.486",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,525B,525B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:11:44.485",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,527B,527B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:11:42.484",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,524B,524B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:11:40.483",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,523B,523B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:11:38.481",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,527B,527B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:11:36.480",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,534B,534B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:11:34.479",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,517B,517B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:11:32.477",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,517B,517B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:11:30.476",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,519B,519B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:11:28.474",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,523B,523B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:11:26.473",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,518B,518B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:11:24.472",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,522B,522B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:11:22.471",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,528B,528B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:11:20.469",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,519B,519B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:11:18.468",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,519B,519B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:11:16.467",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,518B,518B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:11:14.459",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,523B,523B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:11:12.457",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,516B,516B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:11:10.456",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,522B,522B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:11:08.453",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,520B,520B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:11:06.450",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,514B,514B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:11:04.448",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,520B,520B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:11:02.447",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,519B,519B,icmp,"-","-","-","-","-",OK
"Oct 25, 2022 @ 01:11:02.133",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,66B,82B,dns,"tar.gz",gz,"class IN, type A, wRTPAJABAA==-.data.tar.gz",40215,53,OK
"Oct 25, 2022 @ 01:11:02.099",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, lK66dNBLjYxENOJk6xIUFTWmhYZoMC8OIa9USIw87Gbfv3/fkxiJowBHz-.Qe9KzJPFPxSZkwNnmZ*rEJmpSyTJJpWsDIIljIvatSoJloJSxk1wYssDT-.*XYyeWg0SkoX68Fu4qbSVBK/mVUfQyPlU/D5LtL*ThKoLKI5NCSZrTxBr-.ADCz4J5Li4u*VqI0F6yq2/Jjk*nuL/t21u3bX7tpdu2t37a7d9QVe/wMw-.data.tar.gz",44914,53,OK
"Oct 25, 2022 @ 01:11:02.063",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, DbSZg*5Zeg78yUeZQD2V4kpttPRc*JOPmczVeymF1FJABQNv*ZJJo95La-.ZT*gkQcb/VWQZFUnwFZON7pB1kMvOlordQcJDHxjl9lAvWsq4jUf5DEwf-.sloAfHdtC7FYk9bnnx/j2IVk6NOhISu3jDc6AizxbjlnorJVC6E9iI4v0-.U38jBot84DvGcUSy7LcU52feD0WD8tZfuHlQpNbRTKncZ86X6jT9CpHG4-.data.tar.gz",35820,53,OK
"Oct 25, 2022 @ 01:11:02.017",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, 8aJ5/t23J2/OXh49fPusdfqIN6mu9A23/4L8l1ZGsOEy1sh/Ztm8JP*Fu-.ZP/n*KS8n8JLGZ48rGlfkHAt*SCrFgLLD1gRi9*SZc1rp5a44k8HlFqhq-.XH4E*G6yOhllh6HP7wCY*k0EYCjbH0TE9YFjc9*dpKMm3ha6w6lp7lCcN-.TLzKfzGMuS9QnS094lHn4KLd/ybOiWvK1FB/UzBJane3Bg4wcTSeTYWs4-.data.tar.gz",48706,53,OK
"Oct 25, 2022 @ 01:11:01.987",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, 3jywnv7w6JDyg5P*21Y4Hx49bD49j960O5OT7uT1y6PL48HIaj/4OPn22-.yN6*vrJ8mTSee37rfOPr5*0*cVxFDxcvn3OTw4HvHvWZ5dUV/rKnPX*DO-.HM4aXKoxONb2SYq0UMQv7Ut8ePn8/e33s77f7QenVwfPq0Ox6Y352Ow8i-.azNuj70U3FKOL98aH1745G7z58ejhMzZvv2iJw/YD62jUfT5*2XbemCNz-.data.tar.gz",43352,53,OK
"Oct 25, 2022 @ 01:11:01.951",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, n8h/0AB3DMpt09rJ/09xYbW8bzzqGhbzDA/95rme7XneXWWF6sM6g4oAa-.AhVAeOuPqSPM*z6oJFfUcxwWpVgMNSHjMOLikIWi25FbvJ4M33QxcWF9H-.RZgR6wMhcVmaKrQn3IYFaFobE/rwB*POlMggoY3/nTipJicdWIj01RkYS-.jj4SuSobnoT4SkC7y*2FnEVVkgh0LbUgsub174t6Pz99//6x3EN3rH54v-.data.tar.gz",40201,53,OK
