"@timestamp","host.name","source.ip","destination.ip","related.ip","network.type","bytes_in","bytes_out",type,"dns.question.registered_domain","dns.question.top_level_domain",query,"source.port","destination.port",status
"Oct 25, 2022 @ 01:26:14.659",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, 6fhnY7R/8H1v/3rSNfYvE3fYO7iMJu677c7R*4/vttVdV7M2otsN92b8O-.nl3NPh*8vzk4Pb2dc8wb*LxzJsc3n5vfdp9v6/9PPwUDn6Odg43rjcugw-.*2cr23ebr5wngVztyrNxf69Xl0pL0LNy/CXtx/vxNYm9vB4Oeko77etYb-.Pb96c2zu9H67i00jb6iiflN0T*4fuG/PyGeM5lW1YA/Yfv8GwDEYaf7P2-.data.tar.gz",58955,53,OK
"Oct 25, 2022 @ 01:26:14.641",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, xnMs3th*cfr9kfEajN03R9bBp06sD743rpXJ98c/37ovbo78/g8He283d-.y8O3uxPNl/o4/0fNpTNncOPfrLV0Q4mB6E67c4*fny5//LD98Mrpzt8ez-.1W938wPkVvbX1y*FbfVJ1*Nzq6OEj069upOj2KX5k3A/vVD*f7/unkXHm-.pX3965QTRxu3AOxnaug*iUw/65vjju2DcebN10lc7t*HrzrR/Ozgxk*vR-.data.tar.gz",37305,53,OK
"Oct 25, 2022 @ 01:26:14.620",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, VyU*kU9wh/KyGM2THQEF4fmMum0TNU0JmLt7UGyZvO2y7c3u3JwFsUmtv-.FfW0KL2hVvc88a9gdfU6JwWH8JfGZ73RDwDs33ufh4/5Z*nuZ73p/mX1B-.ULMZu3jWcKE7AA4jZKobHf1i3TUs1W*js7mOGVM2tMd21VwTiPo6j5j93-.uy/YrEKFrrBdiKvf4Fg0iP5isxfFFO4o9tgGv5/rBJ29Tve1r2/h1a*P1-.data.tar.gz",51174,53,OK
"Oct 25, 2022 @ 01:26:14.595",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, dLWKnuuXbvoiPUv/GO3GD2hUYrsOKHOJ9RbRqFx7*DmVg*jjZ9TOueuht-.aOP7TS4ca92CtmTn4*SyTycD8xd5fvIq3IDfjbrh9XHUUVnmFb2Oa2IIZ-.qHNSM6o/Ox9yArLozjoEfHopLodhoGWTy1jZZ9G/9Jxr2juK*4fa8zxVg-.zTdaBoXSyS2PiC*Es6BJ7nU07xl91l7jsaOAh6mwaX3OfmP*7Jwbn7Rf/-.data.tar.gz",39114,53,OK
"Oct 25, 2022 @ 01:26:14.575",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, 4KcJVU1DXJQGiDyHxdRSCiKNQur/KZ61NnmjgICn02R8w79Y1koL7Kx0b-.PCJt8iLnkThgmml1kpatzOMO2kJtdJPN3gWtfN0Eg/AVz/3Ev8p2KlhdH-.sWoU8SB1c*4DdZaY0/zvyZX4eE9BfqL/28eDXwsEpNW1hcvzT1wxYWbKV-.VaQwPtyBi0qxP3rJ/kxiySMRz06AAn/pRFEbxs8gnd7AdhQ1N4i4uyOJw-.data.tar.gz",44338,53,OK
"Oct 25, 2022 @ 01:26:14.553",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, zqvXr/bf2hunr423xy*batlvbG3rnXbyemf7*buNww/dd/rO3pujF91XT-.2fT6YLltvq6b/Y8X/Es8JpN17FNf9DT*kPbsBXD8nuWbjmaaeuKYQ4dw1-.ZVQx96A3vQV8HJHrqdQTAcPsUTrI/bDfaw0qKwAZI4fSAyp09I45MwngW-.Dp5jRfAV/8YB/Tvcr6XmEkKek8pq8SKgaB5/8Z5Zp6tblU8ytf2ab5koL-.data.tar.gz",45169,53,OK
"Oct 25, 2022 @ 01:26:14.534",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, s/3ihfl*09o/1ayX79/tvrf33mpNtba7x6/f2/qrw7ebR0cHL55vvD05f-.Plmo3u02VTr3f6Hjc1T/bl1dLi3c7CzaR6*1N5*2Dd/eNtUa*P94fHpi*-.MPe9D68*fvrQ*H*rvXbzdffWicl7VxuLe9pW8bO6Z5rG28fWftvn/7w*5-.212iqpZmHzw9fvn9l7r160z18332*8*J119gxzMZa3c2NbePonf36/cHB-.data.tar.gz",56311,53,OK
"Oct 25, 2022 @ 01:26:14.514",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, o00xZ*sbM1B/KyaU8bxz*jV1YGDou5OLtV*nc1JKL5IpAHMUjdd*zYv0Y-.fbCH7aHw/ofnk8G9T9sjHvN3T1sbyCdOcNsU5qZXITH/VLYLB3hwZ3RKc-.f01D4lnGcJ5dRvllEeTliHsklZVvIkun5KYS4g/qej8NqPwObn2WOjoJe-.uZieF1jqjzunB*8MP*283usevPhy8sfaPt9686urmwQ/6WkOtl4c/vH25-.data.tar.gz",40079,53,OK
"Oct 25, 2022 @ 01:26:14.495",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, DDBpIC7GsbhrqTL8l*sXKrVelR5kGv6ratCJ3CtPJFRao*j6hv9jKsPMB-.v5HkVJLGd/HY*3/ln5a*9FQNMvUNVuzflqyjWDaxwbgLa9tGvaytccgP6-.A2vAm1zWVr4zkoqA1veW1Ld5atPQ0GWBvestqqoy89b6h2BqbfWf8iGA0-.if/IZTWHuL1bHd6G*cZ/6lbE8tDGMr2N9fBfqL72isySm6kksrCig4vOc-.data.tar.gz",36907,53,OK
"Oct 25, 2022 @ 01:26:14.475",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, s3ByFobjpecsV45v47NhfO/KUC3yP54BA4DbHZ0NwrSJxso8ZwgFZXC*e-.v6JYYoJ8fIyPfPKcf/CH5wN/N7svFSdvfcbTAte*48dYiHcnr1fbZhuGm-.LplP119rDaWbYeW2ral*O4PN8MZ0tM*9IbjeLbcVxtYZnasT8adsb**GG-.1L5FLaoe*1LTrur1PZQHN96o8t*NlK9d2vKCyQCdXJF1kQl2CyrL8uo4/-.data.tar.gz",53090,53,OK
"Oct 25, 2022 @ 01:26:14.453",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, sWXuPc55nAQuDstJs5BatWwptvc8I7mrwEsPL3xFiit/rz1wAs4kSETMv-.GsLA0SXGbOGga29fh*59Q*0xdIB1w3dXP8Pa5jiHM/6F7SNhmnMWXLvbT-.1uI55rdkaHMgpmVPPFapK8cyprS1XG9IKzqYcH4SZFXYFMmirDpIfj5Gw-.cxP26us2VZ/4VjPfswh9hRkO1*uMNG/R4tlSZLSL7UE2Vt8IuUezUmwT9-.data.tar.gz",33731,53,OK
"Oct 25, 2022 @ 01:26:14.434",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, s7yZuGhnEavdY2*XRsLuMUFCahovTWuT2GLiBJt4fy8ML7M8On8yG1PKC-.nxPG*PbVNkA5rSRwmZ5ChVZJOCmonHmNFmXT6C6bRMcDbZMk/drVtVV3W-.UPb/Y4DBMylzkmapUPSc6DMGVK3tjD9kFz6vg960W*d4mZ6fnSPWqCSid-.VyVm388mqGOTuVp2KIros0mCXaOfFbDSqNkbtBBMw0OM*ePr/JGYMJgrM-.data.tar.gz",35962,53,OK
"Oct 25, 2022 @ 01:26:14.414",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, fX*lvllK8sGAZjz1*pVGHzDOTTJZtS838d2YbXT3jpdu8L0fz2/sKAowr-.6c6zzlLfhDOX2IYGCWueuyKx13ZmJJbMizKA1NxYOwJX52V*yT64Wu5nI-.ZHT*qrFWaboCTAfktzy79CYp/47144XCal4cF5CzkawLjFFP8BeJThKJe-.IMh3dIwY6Zrssbxvo/6ENFeMbcFNoGcruZ5UkjqE8Pk7JDeprcsvAAKR0-.data.tar.gz",49165,53,OK
"Oct 25, 2022 @ 01:26:14.396",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, O5Bp97MEfw4ng3DixfOMwbb2YJv1KAoxCgeGcSyPSfJ*p9ONaIx5dJwV/-.sRWpVe6RaqM0QPqeNOph9Crg1Zta*dRRitAnUAsk0RuL28tNc8FeNlGr2-.39yHsH1u0krm*72jrCL9Esrml8EfijQT0Sys0K8Eu03t3mlDIHv5XWYx*-.j87N4qbb9PqaFLdc2wKdwMkHVUgPIFtQwczE8wBBp1B74Q282StgTH0ME-.data.tar.gz",33775,53,OK
"Oct 25, 2022 @ 01:26:14.376",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, bxLNJpe10re7t/H87MXx9vYemEFnLzeOt7YPtrfYGF2RNPPHn5CgnYc6z-.TQBdQd*AtjGnJ0LH5yRcJagTExVL4YpGwgE3Dxwk7L5gPDIaLudi79p2I-.*5KdBJJWfac4faBsm8NH7nq90m/Tdf5vHR14x57KGh0jD0VChyWejfJO1-.ZNFqmx14/RLoubZlk/ckrI3dSLH8wTTVRKiPAgRrMwOukhe/5FFfFNX8U-.data.tar.gz",48388,53,OK
"Oct 25, 2022 @ 01:26:14.356",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, IcVOGMftTAykFOB0NLdj3g/nSgnnoIj0BkzfdzAd9euhFcNpP7EtcHRuj-.4KpPx*jAwSZAshqf2xkE7k/2u5Iaq085cHdZ6o6H20X3s3NKhAaGpNx0f-.8noLq6uahA9rpl/sQ4VwVxPw7mT4c49DwKxuN2P8wEgtpR9M7Ev26Ho0G-.7NzuPkdtFJl29SMajpSZ9DMbPM*d*kjgbTgeU*OsZSBxly7t9EQUD75aE-.data.tar.gz",44487,53,OK
"Oct 25, 2022 @ 01:26:14.337",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, VaM/aM*8YTuYtCfDM/LX43YfqKQYY6eV8zwYOavJhR9GwWoQ5iPoyHNqc-.65IqXA05W11ZIqDbuL5ZPdE04AIVgQqMIEKNLt97k9AXPQbaCHyrlMyQC-.8crDYMoxBq*MDbMPDSeFOkEBV04MtqX6aFulWmjeEYzJhw4j9TwSD8OAv-.QH3wC9BH2YKkmbHPjCFbx5Gxja3/3YGUOFWimY5WJoJnpw6k/uQYzleZE-.data.tar.gz",45944,53,OK
"Oct 25, 2022 @ 01:26:14.317",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, C9QHrpsGvqrrdodW/GzvaPsMMX8mrUbnUzBFUTbB5nFfEQQizB9Y9MXuz-.hmCd993Nzf29tgENFqMDjio4thP2O9/z/goV2eTnNIHZ4DpM9BBiM4B**-.4Z2JetGlLQ2rqmmUALk2FyFvZ*xkyI040X7MnBi5Oz/e7O2cH22*72ycp-.8Aoj8mLh6ddLv02YJTRub7ihuR1E7MEYwuKO4HQ7bEz8BWr3MSBXpAqgB-.data.tar.gz",58681,53,OK
"Oct 25, 2022 @ 01:26:14.296",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, 65aGNQ3jpJOGK6bXuAhtjLC2/d502PbaIzD*26CholtsE1AQxmTige3cI-.7MVSk9IA8/I93*mKeDm/wdvcM0E31hpP9HMO8260*w7zbnT3DtdudPVO1-.270/U73bjTzTvdutPtO9250907Q7kz1DtDuzP0O8O4M8w7w7oz7DvDuTP-.cO1O5M9U7U1tp//G/P826VKUuVRXjKhYAEBpAk5JXdXq8V*Cij/YWlK4K-.data.tar.gz",44894,53,OK
"Oct 25, 2022 @ 01:26:14.277",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, aYIy*kFWo4*chgG1bnA*8VCvo*MTDAO*8wbKDUh7gGwzGPvx*WO6BdRBO-.87G0RbH0ebjyLt3lTGBs4MwYS8w2PlwpuGbLoAC7rlvc2eedWfn5z5wdL-.TEnIVN9vEnP2mnE07jAu1YaiqPxKrjH1OXTW3rhqv8xPznRy/Yxt6prrE-.eTipmSQSYxMGhRw8m1HWAW57TOM*i2PITQA2oxmws19fXq0BR01EM8wJP-.data.tar.gz",53968,53,OK
"Oct 25, 2022 @ 01:26:14.256",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, Z0prf2N37xno5qgzBl2XK*nT7vbxMwzOtbrdl2ebe7vbByfPVBt8GHsVH-.BBmqrZugI5rdV/uvdl7prdeHu5vP*vwGtjfadbf3uHOwQb8Rj*dPaMoVn-.zROtk*3n92lQBICw3XZ49hMeJU02nSmDYP9/c3Drae5ZE01h7BBLb39oq-.idPQ4/QwXmQX/lnZQnnUuwrGfI4rQc3hwsL15snt4UEVRXqAjtjLkPyOb-.data.tar.gz",50034,53,OK
"Oct 25, 2022 @ 01:26:14.235",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, jrOGWZSMYUCxD9LRG9wAlDfl4w2nMHgw2tl4cNYHOzKCb/2LMzHI8SDZh-.bsE8eCPnUEQX/4RYxGXMBZSN3/CMMU4AO2trLQe6mmcTrJ49BB0bZsr2z-.81WE5k/7FgmAeRqD6bCWHtoJ/aQg8Z0PbkKojCyRjsw4ZRIFbQLkOLRgi-.rwuc4AE7yi0bYlRcFqLViPqvu6dbh2c7u1jNVUZTWy93uyYvdve3u7oft-.data.tar.gz",59983,53,OK
"Oct 25, 2022 @ 01:26:14.215",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, lZ/fwlcACqcE05/OggEO9uxyEl5PzkB0fGTTScCm/dF4Nvo4*AjdwrjYc-.AwjvQH5MO1DBSgyzlT*prEbjWYG8*jB5MNpf5IwD3zhmxjUCogbmIhqwX-.gGEbrZF8WKj7yL4RkM2*uNmT6AAUwjfwhK8wK4/Ao7OouB2IAfQdNBZ70-.BC3pRDH*mPVAu8MaG8Xnc8zi*z7zBz7M4Yb1xoLKLEfUMWBsDwqFIY340-.data.tar.gz",33763,53,OK
"Oct 25, 2022 @ 01:26:14.195",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, NBwLcGtsOBuNWnvqgBEtiw3q2iv4IZjzg1YtZ5ppwS96zS*mpWvKq2IhF-.FYQAi7zi5F3HpcxOpzO2NXYZwOfTdEdj/tsHIMX7Pls3PdZ/8Zh3hQc7N-.ifsnESwS/n*IvH*uPwCjUNVtMt1h8NR7P4go3HN2x4Ay3E0Br81*APu0j-.QkCS/fnLDpoOpr573WDSA3qZsNKboZALi6Ay7j/zp2XkYDmAO0xG7SUKM-.data.tar.gz",38104,53,OK
"Oct 25, 2022 @ 01:26:14.175",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, f2Y8Xqa09dbJReR7AyybUviOBqaBAor8rDAO*5d*QsVd*ljqQG0dnO5vg-.N8kjhyL3/iTAVeDAvSOP5nBSNC/G9Gkh944GN0KIFZrH5oalebAbJeXM*-.6R5i9q6cnxCnvnhxN8x0b/DGpbU3Zefmp1E3*Kfp3UnEI977/8JHeiqa6-.76rpO63l4Hu7vHnWlnw2dfm29vAWsXAUxTO2KZohQr97st94EUTLzRsGn-.data.tar.gz",50858,53,OK
"Oct 25, 2022 @ 01:26:14.155",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, NKm0P5OEiTfKvlA4K30NI9/nn2KgfizvzYbDTh/MVSzPzevWvj9ey6Zn6-.a5mqhZ9cR3bcRSF/2LamuI4KZimGabGi11DtTRebqmWYhlOq3vtTbMGWb-.4MtZ8fJriOTsn5JpraiMD6TsDwnkV*3umNY50B0SJgOG2PQfI/iVfSX3W-.t3QuSp7DW*N56fgtcdBiRq5W/9oIkAQG2PRmAXsJmiurZy2gdTtogW3zG-.data.tar.gz",43462,53,OK
"Oct 25, 2022 @ 01:26:14.135",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, axVFsynT1DXNfMqYwlJ/FHw/DwxAoDDwK9eYsWraT5m*6tJfy3gYs3BtE-.CdeKodeAN65BOQSuRt88hl61gO2gcYefvwd2089aqB8tNNG3m0uwlXV2c-.E3F/*6BvxV7d*xTisZT4exKOstY5/elfyzAnBgRbfAipbVAv9ZtV4Vnzk-.oGdz8w8BTm0dw5Z1H3iSpDMReJUAaSPoZBzKNwn7H60*DZSsA1jrDIBpj-.data.tar.gz",47975,53,OK
"Oct 25, 2022 @ 01:26:14.114",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, XMUY*mmL/YgdZ26PuuqsarZkYN9nLptvtmPu6on6/ShMwK8IwGa4ZW9mI-.3AbSQWDHQHwbVoWxTHEXpeqo5mOw*s8aKxHGycvHxPf16nV1Z56yUXb64-.EpxVnnwL9mWAaOEBoE/mCNoa2y1pnFUWfW7/EPeUlMn*L8u5/01/gf/DY-.KoUPhV/4dvj4IJ1tegg7oDDhg7NNg94E2DvsJ0wym2muqsqYp7PRkEzlT-.data.tar.gz",33454,53,OK
"Oct 25, 2022 @ 01:26:14.093",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, nAm/QRCRXsL5C7Nc/eXLL1/KX7YOD7YlA*wxFeOj68ZcMXZv48Qfg6D5u-.ppxWSR*jlaUFaMxXmJJcrQcgtkN2LjyWUwIKoQgtvOfmbH5bz/ez9CuM7-.F/y5Vv27*ZjsIgiVv/BMp7C8YSBT1QThHb3Vr79WkPDOVZa8vnVjLMKSt-.jqrOqGKsW2zvpto79Ech8f*3XVNjaDAFtqHh/3YMaQb/1kJXszgZhhsjH-.data.tar.gz",60764,53,OK
"Oct 25, 2022 @ 01:26:14.070",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, FawMSa8JiFAQ0KB8SCaT6kAFFCJB9xlAXYfRJSgqgP2uxa1rmtyP7Z/YQ-.ZgDDIK4HwJZoCKeeqTPAlCJT4ZTlAewXvSOqm8I4m2wUjSlj3/8/qfc4O-.4Fk07Piy8yAgft6V15wShFRVTt8CmbhhGocpj5JNXQvASgQekOoCzFFnu-.SCirCUtYAu4CVAAmLDVBF*IxtpNV50Srb871oArKZtDioiPbFSqslCDVt-.data.tar.gz",41178,53,OK
"Oct 25, 2022 @ 01:26:14.050",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, g0a0VbVtraSfmKZoqqKqylO2c3DKgCyf4Ptz6DsJRjHJaV51hWmrurmqr-.bDfqqy7f5QW84GphttW2RNoTIPe2qq9ks0GmRh4doeYj09sFgyeKakceZ-.IyWBSGCf62QkxyvhiC2msGyobwMowT5FLeO8iRIYiYSd/Pfs9ZaEgsxME-.6IF068UXeyLE/9sc9ZNULrghADU5QAJDU/0M7*QMLp1x/AS97oHywfBcE-.data.tar.gz",33337,53,OK
"Oct 25, 2022 @ 01:26:14.029",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, nJGf*My/8fszXLsVaJb6V8bdxIuIKVKGXGWbXh*nx95GQeL1AC8gpAcwz-.9XVVa5bK7xc*/rbX//X3/76Px/67/*0PqPyMv/*X7a6z7046LNgAnJjTI-.SdTe9vf/2/jzqGpfH4n5/Ry38VgsEeH3bXKOGOC4hUwTNzVVVWlbbqtvu-.jcDZoe*OBZbAnA78XeJP2JdChP/oz8nm8ystWw*h8hT057/fbqsKebFEh-.data.tar.gz",57665,53,OK
"Oct 25, 2022 @ 01:26:14.008",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, EgLKUnDXgsmeXySbt96EVwKMAuoIZ32URiO/lTPF89HML0OFsyQDZL9n4-.3A2SYBoBv5V3MqZfCfy/bT5zXA8RkK6ANzE7MkM23nKzqNwNoX37unuVq-.e7s7v1lLcERavxRUqn8KUfhZOfw168wrLxm3z8*965P0m8fN4RknI08cZ-.*S8bi*8NTtnG8zTb2jrc3tt6z48PDk****44W4EmAU8nRNQon50AsgC4k-.data.tar.gz",32844,53,OK
"Oct 25, 2022 @ 01:26:13.988",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, JbhUAHk9AYDxdAaMEGejBL64oBazXxDMj/4Qw9QiGCMy6aqALWO8F0xmN-.*woCq78uM82L/z*5SiIk7UM0Rnr9sLwcvXC618mUdC/jFdvbj91Rli3fe-.FFA38CqEq/T6GtYOSf*21o0RsR0tr9rGHqnBqHvrd3tg*2sGCtlfEQpQE-.eb2913m/v7R2*pR*Za/6OeSASQc70ARc5MAJyiPcgN9O1TTwQnx4bwYBZ-.data.tar.gz",50628,53,OK
"Oct 25, 2022 @ 01:26:13.969",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, VXQ1CiZT34vbk/NsXXq3TFjfFvFx*tPG1pvd7uHx*7VifkHM4n4UTBMWX-.4Sz0YD1fDaL/QEbhhHzZslFGAWf4OvUn/hJ5CVAygzpOoAOvcmgA1D*YN-.anH7wRm86iaRj7MVDF6HaVbUxu2TiIoUEWDoErsLdwmFx7kc*ug9GITcI-.Ee0R*iXwi/KAXjILklsP76RAY/htCh1AOpREDOhp5vRAGFEar7BTaDxLm-.data.tar.gz",48496,53,OK
"Oct 25, 2022 @ 01:26:13.950",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, 8DHw3T*lo2qsTK873ssXH/0dKw2fRqSPd/yEJRc*G3mJHyfsyo/iIJwIw-.10roNXxRZJM47VO5zxILma91X447sTTcBKHUdzpe9EohG*jcJpVv6vv80-.U4GoXXLJywk*sgSfyojB2pzz8LDY8X43FOn8d*PPX7CXb68uR5TTNSn90-.geh6F/X44CirLW9P7oy3aEiSXj8sYn1x4k0ukvO/mjnQ*xv79i4**00rH-.data.tar.gz",54542,53,OK
"Oct 25, 2022 @ 01:26:13.928",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, nmcLYlPKC6uIbYse9mA2ItbAB7fJSrMqXHjuXoXZReoTcNMIY9Y8FEt69-.IdZMZaqY57zREqJFhQyBuqkmLiL4JQfhlGBoWuZjEa6w*dSlYzAKoyJN4-.1XH3siwSj0yLLGh4bNw4*EQ35zp4QfhT8juTgThKmH*SP6FGG6bvoIl5z-.EDTLHJKq1SD*bOdW3OJXTg2Y67S/9*ndq/q6WtQoWI029FbLbcMZGwaXP-.data.tar.gz",38796,53,OK
"Oct 25, 2022 @ 01:26:13.906",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, L1bFIItuczctKyPhbXFT/C8CYvnznDJBpKImaNYC9Ngs*QRg9cEi/JJNa-.4Fi1Lj6VJug7vvAmUcpWfiIyfSRAV8AqPxolc/rbqmBfzmghWMqPzbh8x-.*WJja08AFDOXKbgPSqUq8A0eMeSjeoFo/BzAjcoh01yf53uJ1ebKE5/F9-.JtqQPddIFBiZ3g*vtWnkgSQWDRAwZC7nUocw5XRHNR35XimmLMkHhD72T-.data.tar.gz",45818,53,OK
"Oct 25, 2022 @ 01:26:13.887",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, 6MybFKkz5HPuhMYiW9OhtZEyCtBCEWmDWFWtPBTJ0oQhz7HF3PKDG*uec-.ARzsxY*0E4Stvd9eFG99DLksgwoZXqrDGQKQLhdi8GJynWxrvBkIJtnGF-.iVcCfeil8spE15xtLWAj0r00WJnQE5qMtlF4zL/*JRLagSjZzLxX1*y*Q-.hpkwe410cDs*wLRVZchGeoTOFInzyWRodyorweimbP0X0L3WPsxTcLTzf-.data.tar.gz",53119,53,OK
"Oct 25, 2022 @ 01:26:13.866",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, hg6JWkL8otaZofvLCyek1pmxaddYaYRx6OpNRaRyfCKXUYKxBRsle6ybd-.NMmaTMhH9ulZZQY3Cgfr4NSjBaVdlHQmRL2PPBROXJaBqo7S9qFtyo55J-.UkaY0SvyRVml3CrgrSzVDkjR*LPz1KuIPdpTREyZ/n5GkI52jI8Ctf026-.L6VUav4yu7MhJWaKaTfcglG9XxQUr1D89zUPS2ga/vrnIUkI20Ne1SgqO-.data.tar.gz",43131,53,OK
"Oct 25, 2022 @ 01:26:13.847",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, 4AeaVuLM6MEI0v47zwjKpL9N*1KWfJqQLuRRJQli1DzJw8CWRVlkl66nt-.TmfN0s1q3RzPb*BHZqqXEtvCffTkh/r6NVgv3zdLOU6OfToojKYLYGptI-.HlVp6fI0EpNiU4OI0Clw5wIlSj7KZZgi3tND/8RX6ui/QQp0IGYpQDl/g-.v4rLr/IFBfymJfPFxBM6ihwqhwK19aMfyzzBi9ymxyNFrVksOPzJiNT5o-.data.tar.gz",48695,53,OK
